Id2,Geography,Total_Male,Male_LHS,Male_HS,Male_College,Male_Bachelors,Male_Graduate,Total_Female,Female_LHS,Female_HS,Female_College,Female_Bachelors,Female_Graduate
36047016600,"Census Tract 166, Kings County, New York",60114,-,76875,28182,56389,155268,46667,-,-,46250,70893,74375
36047016700,"Census Tract 167, Kings County, New York",83427,-,-,74143,76186,104617,51701,-,-,-,49148,81375
36047016800,"Census Tract 168, Kings County, New York",67045,-,62768,61989,86914,80833,57305,15813,38333,47500,56016,74808
36047016900,"Census Tract 169, Kings County, New York",66108,-,54022,53750,69188,73750,56466,-,-,52738,50947,81730
36047017000,"Census Tract 170, Kings County, New York",39375,11111,26542,53784,53819,47188,41125,21100,37000,22847,53705,83068
36047017100,"Census Tract 171, Kings County, New York",71625,66071,67212,36957,70769,103967,59097,-,-,-,59167,67734
36047017200,"Census Tract 172, Kings County, New York",49323,30156,-,24311,105188,86250,35993,8397,15938,37750,42390,82847
36047017400,"Census Tract 174, Kings County, New York",55208,25673,-,66696,-,80694,50625,-,42014,35600,56458,62386
36047017500,"Census Tract 175, Kings County, New York",-,-,-,-,-,-,-,-,-,-,-,-
36047017600,"Census Tract 176, Kings County, New York",40313,31458,52917,29688,51829,66607,36354,20893,23667,32188,42885,61705
36047017700,"Census Tract 177, Kings County, New York",-,-,-,-,-,-,-,-,-,-,-,-
36047017800,"Census Tract 178, Kings County, New York",37264,21528,46875,58542,29423,-,20096,15156,11813,30221,-,-
36047017900,"Census Tract 179, Kings County, New York",44432,-,-,-,47212,78667,53025,21042,8919,53631,53945,62929
36047018000,"Census Tract 180, Kings County, New York",38045,29438,35144,45655,70673,100972,35404,17750,22393,36106,39474,61818
36047018100,"Census Tract 181, Kings County, New York",77799,-,-,51058,77708,79470,65786,-,-,64911,75547,68571
36047018200,"Census Tract 182, Kings County, New York",25438,12463,-,26188,71429,-,22898,11642,15795,32969,41190,51979
36047018300,"Census Tract 183, Kings County, New York",67500,-,-,-,66023,97576,70547,-,-,102500,62738,76354
36047018400,"Census Tract 184, Kings County, New York",51667,26645,-,72857,65500,134583,36964,10568,19583,38333,61058,63750
36047018501,"Census Tract 185.01, Kings County, New York",36413,-,-,36719,52989,-,19923,19950,13090,23963,-,35893
36047018600,"Census Tract 186, Kings County, New York",39000,17344,24950,60938,55288,66250,26713,8750,25170,44338,63380,-
36047018700,"Census Tract 187, Kings County, New York",52348,18846,-,65833,61538,83750,55781,-,-,40568,68571,65750
36047018800,"Census Tract 188, Kings County, New York",51081,20724,62781,-,63750,66875,50250,19750,32583,31635,69500,70313
36047019000,"Census Tract 190, Kings County, New York",25108,20972,23901,43958,38125,37813,21812,13272,16912,42841,25089,51250
36047019100,"Census Tract 191, Kings County, New York",40625,35417,-,35662,40433,71688,51202,-,30938,-,61532,73077
36047019200,"Census Tract 192, Kings County, New York",26929,22063,24417,-,-,75583,20034,10125,16438,20455,40673,-
36047019300,"Census Tract 193, Kings County, New York",51921,-,61731,51921,43878,113125,62039,-,-,47986,73581,78750
36047019400,"Census Tract 194, Kings County, New York",20000,16290,26122,20489,48618,-,19985,17906,-,12243,50563,72054
36047019500,"Census Tract 195, Kings County, New York",45991,-,39458,-,55725,54215,57179,-,-,64688,47260,70104
36047019600,"Census Tract 196, Kings County, New York",22460,11803,21008,-,61786,-,19730,17736,-,30948,67344,56607
36047019700,"Census Tract 197, Kings County, New York",60744,-,40417,51625,65333,83295,66979,-,-,55813,65052,80924
36047019800,"Census Tract 198, Kings County, New York",38214,-,18785,45781,75469,98684,47083,-,20000,-,45625,74688
36047019900,"Census Tract 199, Kings County, New York",50241,-,40156,30234,50828,82188,52420,-,-,47875,53750,65341
36047020000,"Census Tract 200, Kings County, New York",40034,21534,20458,62708,85625,80966,31308,20750,11950,33244,61750,-
36047020100,"Census Tract 201, Kings County, New York",60711,-,27371,43750,62018,76193,46842,41500,28594,31129,51630,57063
36047020200,"Census Tract 202, Kings County, New York",77574,-,44083,-,60625,115313,30938,8750,-,26360,36917,97500
36047020300,"Census Tract 203, Kings County, New York",74519,-,17361,44063,85500,121250,61618,20125,-,-,51250,81033
36047020400,"Census Tract 204, Kings County, New York",49643,31750,-,52500,64792,103542,27284,12500,25302,-,51500,52159
36047020500,"Census Tract 205, Kings County, New York",62426,-,63000,31688,73589,75268,46898,"2,500-",30968,40082,49583,62250
36047020600,"Census Tract 206, Kings County, New York",51850,22279,44250,60769,66563,77969,51100,42986,23047,70446,52300,65938
36047020700,"Census Tract 207, Kings County, New York",67184,21250,30405,47819,72964,80800,52239,-,-,54875,47150,58654
36047020800,"Census Tract 208, Kings County, New York",27500,-,12292,-,46094,-,25731,14915,25599,22000,61818,54423
36047021000,"Census Tract 210, Kings County, New York",20625,17007,22722,32026,-,-,21694,10257,17321,37700,51544,41146
36047021100,"Census Tract 211, Kings County, New York",39931,21250,36563,55536,40938,52361,36250,16389,25208,22670,52212,58750
36047021200,"Census Tract 212, Kings County, New York",24641,17014,24722,39444,62083,-,16708,11984,13775,35278,51193,70556
36047021300,"Census Tract 213, Kings County, New York",36579,28929,35045,29583,50292,64554,36786,35741,27629,31929,51625,69318
36047021400,"Census Tract 214, Kings County, New York",31338,30000,32202,65625,-,-,20906,12244,-,22438,-,-
36047021500,"Census Tract 215, Kings County, New York",64514,-,47802,33600,65000,78669,44963,37167,32167,47821,44322,73047
36047021600,"Census Tract 216, Kings County, New York",23662,22768,18904,20662,41144,98125,27583,15000,21484,-,51949,-
36047021700,"Census Tract 217, Kings County, New York",54712,-,12708,41250,57222,64352,42983,"2,500-",42614,30426,50781,59115
36047021800,"Census Tract 218, Kings County, New York",30811,22083,30768,50217,42014,62237,20288,-,17500,40037,40536,-
36047021900,"Census Tract 219, Kings County, New York",40513,23897,40077,32394,40375,54318,41220,-,19215,35203,55107,60263
36047022000,"Census Tract 220, Kings County, New York",23864,11853,-,20645,29744,58147,13472,9563,11853,13807,-,41058
36047022100,"Census Tract 221, Kings County, New York",41310,-,31411,34732,50417,82031,37609,-,25208,31250,41042,57500
36047022200,"Census Tract 222, Kings County, New York",28111,22438,30972,-,55208,54265,14262,12303,12083,20375,26202,16250
36047022400,"Census Tract 224, Kings County, New York",24615,17358,18333,24952,51027,71932,16492,12717,14401,11712,44856,-
36047022600,"Census Tract 226, Kings County, New York",20702,18163,30324,11172,53884,63929,24861,12417,-,35431,53846,36250
36047022700,"Census Tract 227, Kings County, New York",53616,-,27436,44896,62011,100125,35817,-,36914,24519,37716,58365
36047022800,"Census Tract 228, Kings County, New York",21806,17708,-,20188,-,-,12857,-,17000,8750,42250,29327
36047022900,"Census Tract 229, Kings County, New York",46420,24474,-,45292,57130,70368,42424,-,-,36331,47014,53500
36047023000,"Census Tract 230, Kings County, New York",23625,20588,26696,16013,26071,-,13387,-,13490,7014,32933,-
36047023100,"Census Tract 231, Kings County, New York",45142,-,35731,46510,43750,66250,47339,16098,30050,46875,50238,60735
36047023200,"Census Tract 232, Kings County, New York",21667,14919,20625,21552,41594,-,21000,25919,12311,37841,67656,-
36047023300,"Census Tract 233, Kings County, New York",41227,27083,22188,14792,-,67250,35731,20598,16350,27015,53276,75541
36047023400,"Census Tract 234, Kings County, New York",32857,-,40625,-,41522,-,13299,-,12674,-,-,35800
36047023500,"Census Tract 235, Kings County, New York",35368,-,26071,43289,43603,51250,26541,-,14375,26324,34722,73750
36047023600,"Census Tract 236, Kings County, New York",25378,19740,25833,26731,32083,-,13644,12438,10238,13457,30543,45938
36047023800,"Census Tract 238, Kings County, New York",26298,16250,26250,-,28618,66250,17000,-,16333,19338,-,-
36047024000,"Census Tract 240, Kings County, New York",31466,25284,39429,21875,41477,-,25388,17083,14815,31042,32557,36906
36047024100,"Census Tract 241, Kings County, New York",51452,37344,40096,51161,72344,57961,42262,-,15341,20909,65500,61382
36047024200,"Census Tract 242, Kings County, New York",42031,26316,57019,-,-,47361,22000,15227,19000,-,-,30500
36047024300,"Census Tract 243, Kings County, New York",52288,18629,-,61944,46810,79534,36131,23352,21409,30799,45875,46080
36047024400,"Census Tract 244, Kings County, New York",29957,-,24211,50417,67679,65288,20842,5987,20444,34875,63281,-
36047024500,"Census Tract 245, Kings County, New York",46500,41397,40511,-,55083,50878,38125,18365,30766,31193,52266,76397
36047024600,"Census Tract 246, Kings County, New York",33510,20952,34423,30722,73889,73542,31404,27120,27837,26500,50114,-
36047024700,"Census Tract 247, Kings County, New York",32250,29231,12308,22308,55625,62000,36628,15048,32054,36346,37206,62500
36047024800,"Census Tract 248, Kings County, New York",40169,24777,27474,40694,60833,-,30703,9018,28958,33657,52328,-
36047024900,"Census Tract 249, Kings County, New York",40066,29120,42134,45150,35078,80250,44577,16477,34167,43615,55368,55893
36047025000,"Census Tract 250, Kings County, New York",30938,31250,19205,71250,106250,-,24635,21250,13077,22639,49219,62188
36047025100,"Census Tract 251, Kings County, New York",38917,24561,-,42174,41071,-,22996,16058,23000,17031,46750,-
36047025200,"Census Tract 252, Kings County, New York",31014,18545,25109,51808,55769,-,32937,10833,21667,26406,63385,51250
36047025300,"Census Tract 253, Kings County, New York",50500,22115,32083,32750,55870,63828,39113,-,-,32578,52928,59250
36047025400,"Census Tract 254, Kings County, New York",27040,16149,26949,46250,36023,57000,30956,19018,31393,43992,40668,49803
36047025500,"Census Tract 255, Kings County, New York",20013,20903,19250,-,-,-,16537,16988,12500,16615,27955,-
36047025600,"Census Tract 256, Kings County, New York",22383,21544,25938,40865,21979,-,21518,-,16369,14375,35139,-
36047025700,"Census Tract 257, Kings County, New York",34000,10921,30750,31250,41630,74167,36450,16875,11442,35250,60833,43839
36047025800,"Census Tract 258, Kings County, New York",31523,20192,20238,42188,60887,20703,22188,13023,-,26902,41935,-
36047025901,"Census Tract 259.01, Kings County, New York",40394,-,42984,50787,40156,51250,21597,14013,15556,-,30625,81250
36047025902,"Census Tract 259.02, Kings County, New York",12192,18750,"2,500-","2,500-",-,-,16696,10652,23636,19063,-,-
36047026000,"Census Tract 260, Kings County, New York",40361,24808,31417,45547,41736,-,32600,25313,-,26719,73750,60096
36047026100,"Census Tract 261, Kings County, New York",41498,45574,-,31750,58981,32130,27237,15848,25833,34828,-,104904
36047026200,"Census Tract 262, Kings County, New York",36008,12500,29350,-,64327,94886,27361,7426,28188,36563,60357,76875
36047026300,"Census Tract 263, Kings County, New York",31859,31917,27917,-,-,48977,32315,14583,14868,35278,32300,79250
36047026400,"Census Tract 264, Kings County, New York",31605,19922,33421,32344,60323,56397,30842,9269,19389,41733,45132,73750
36047026500,"Census Tract 265, Kings County, New York",37466,-,31382,32384,55000,92813,37302,18409,37578,35924,40486,-
36047026600,"Census Tract 266, Kings County, New York",27306,35521,25184,26080,91528,-,31851,20466,20868,36477,68229,56346
36047026700,"Census Tract 267, Kings County, New York",46393,-,29583,34444,50769,65662,39609,-,-,34231,39414,61429
36047026800,"Census Tract 268, Kings County, New York",35170,-,26447,60662,42619,-,28300,15673,26691,33600,42039,75173
36047026900,"Census Tract 269, Kings County, New York",51313,31250,-,-,61389,66736,35532,-,28036,32163,-,89808
36047027000,"Census Tract 270, Kings County, New York",35938,23229,30446,44554,51146,-,31696,18800,24632,23500,42417,56250
36047027100,"Census Tract 271, Kings County, New York",40333,31500,-,29904,51154,88077,41771,-,31806,38262,40667,64671
36047027200,"Census Tract 272, Kings County, New York",21591,18373,19120,16458,66250,102800,29926,19310,17070,51250,43611,30341
36047027300,"Census Tract 273, Kings County, New York",52266,-,44450,-,-,180563,40094,61058,15489,35375,41518,100500
36047027400,"Census Tract 274, Kings County, New York",38942,34306,17660,39583,80682,-,32857,-,21000,32330,40875,80714
36047027500,"Census Tract 275, Kings County, New York",49688,-,45795,29821,54429,64243,41343,-,24208,31071,59732,95000
36047027600,"Census Tract 276, Kings County, New York",35029,17750,31250,50072,55750,-,23966,16417,25028,17440,50469,-
36047027700,"Census Tract 277, Kings County, New York",37003,21071,30750,36850,39115,81923,36328,-,26981,41083,42829,52708
36047027800,"Census Tract 278, Kings County, New York",48145,22988,30492,61444,57429,-,31955,21400,30455,30625,-,53125
36047027900,"Census Tract 279, Kings County, New York",46078,-,42000,-,46944,83295,41441,-,30769,43194,70086,44306
36047028000,"Census Tract 280, Kings County, New York",40000,-,31750,48500,91667,82125,29444,26250,20000,22250,40208,101042
36047028100,"Census Tract 281, Kings County, New York",35250,13981,35341,41125,31932,-,26574,12877,23750,19722,44267,47039
36047028200,"Census Tract 282, Kings County, New York",36979,-,23281,74000,52321,109500,37500,20123,14907,37845,54137,57738
36047028300,"Census Tract 283, Kings County, New York",37891,16250,-,56477,40789,-,24315,13633,36938,36190,-,-
36047028400,"Census Tract 284, Kings County, New York",32258,25583,41467,42250,-,-,27431,16250,27981,30568,40417,42625
36047028501,"Census Tract 285.01, Kings County, New York",30250,22969,-,-,40588,68125,-,-,-,-,-,101000
36047028502,"Census Tract 285.02, Kings County, New York",11683,13472,-,-,-,-,20426,15295,21960,23110,33229,-
36047028600,"Census Tract 286, Kings County, New York",36551,32446,31146,30667,54219,-,39534,11919,38305,37031,-,76750
36047028700,"Census Tract 287, Kings County, New York",30982,-,29688,-,-,81771,22750,-,9720,-,27566,78147
36047028800,"Census Tract 288, Kings County, New York",31190,22161,27076,31908,47386,27100,29375,26406,25658,36429,40313,26797
36047028900,"Census Tract 289, Kings County, New York",43778,61029,-,43222,46167,36484,36750,13750,33000,34514,35500,45227
36047029000,"Census Tract 290, Kings County, New York",31992,11635,31154,48839,36293,-,34460,22024,46250,28333,34485,39500
36047029100,"Census Tract 291, Kings County, New York",40492,40227,63036,41658,27813,-,38060,-,31810,26696,39741,51023
36047029200,"Census Tract 292, Kings County, New York",34375,24773,34803,34773,60486,80917,29671,19750,25833,32083,52667,51111
36047029300,"Census Tract 293, Kings County, New York",31861,-,28566,32156,-,-,35458,-,20275,29191,32434,56469
36047029400,"Census Tract 294, Kings County, New York",28534,-,31750,-,35156,-,35486,27083,22109,36875,83250,51641
36047029500,"Census Tract 295, Kings County, New York",43423,-,36630,43707,42429,116250,34635,-,29563,27821,46429,48693
36047029600,"Census Tract 296, Kings County, New York",36520,33179,30619,36710,64596,-,26089,38500,20691,25547,28368,68393
36047029700,"Census Tract 297, Kings County, New York",42115,22386,44444,32439,42262,77361,39214,-,27167,31875,41450,88750
36047029800,"Census Tract 298, Kings County, New York",41180,14679,27000,48158,81932,65313,26217,16827,26711,-,29526,-
36047029900,"Census Tract 299, Kings County, New York",37837,22938,37941,55500,54076,-,26160,22083,25852,27083,35469,-
36047030000,"Census Tract 300, Kings County, New York",40983,18981,32500,-,54630,-,21875,11797,15530,32721,51058,80524
36047030100,"Census Tract 301, Kings County, New York",70682,-,69107,76810,-,-,41392,-,15595,43333,50250,81923
36047030200,"Census Tract 302, Kings County, New York",32115,23226,21742,75240,64439,-,35878,11159,22292,16781,51344,71083
36047030300,"Census Tract 303, Kings County, New York",37969,27589,-,62500,46181,50185,26958,14889,22368,27500,42319,46500
36047030400,"Census Tract 304, Kings County, New York",39306,35685,50324,38839,39632,50750,31404,18235,35035,33500,36250,48456
36047030500,"Census Tract 305, Kings County, New York",52421,17039,50714,51715,54679,62864,38342,18015,30737,30250,51140,49917
36047030600,"Census Tract 306, Kings County, New York",45750,23942,46389,37679,60156,-,38534,15563,13911,46607,40625,53523
36047030700,"Census Tract 307, Kings County, New York",31314,26250,-,26897,32857,-,25584,-,23438,27418,50148,58438
36047030800,"Census Tract 308, Kings County, New York",40729,40139,40125,33631,52917,56042,31908,19028,58264,17250,29375,67107
36047030900,"Census Tract 309, Kings County, New York",29435,21667,-,-,31667,51875,37147,-,31458,41500,37174,-
36047031100,"Census Tract 311, Kings County, New York",41675,40667,31118,54659,52652,-,39219,11190,21964,45912,70398,50167
36047031300,"Census Tract 313, Kings County, New York",41794,8594,41338,45260,-,58365,40599,-,36838,43074,40243,42188
36047031400,"Census Tract 314, Kings County, New York",44207,38500,40357,-,59219,-,50688,-,-,40903,55000,81364
36047031500,"Census Tract 315, Kings County, New York",50422,19219,-,-,53438,60852,40521,-,-,38125,44973,37688
36047031701,"Census Tract 317.01, Kings County, New York",40885,-,26131,55865,41648,51172,41111,10921,22857,45997,40694,69063
36047031702,"Census Tract 317.02, Kings County, New York",43103,-,26732,49531,55227,57083,38517,16042,20682,30196,47159,57250
36047031900,"Census Tract 319, Kings County, New York",35500,16892,21750,32292,51449,-,37413,-,28529,-,37989,66063
36047032100,"Census Tract 321, Kings County, New York",40455,-,40352,45439,41167,44907,25436,23000,18599,17146,36688,90395
36047032300,"Census Tract 323, Kings County, New York",45375,-,40962,51080,50278,46528,41135,3929,22287,43073,50250,52143
36047032500,"Census Tract 325, Kings County, New York",32893,25506,32708,33478,45888,50396,30530,17381,18707,32405,41779,52188
36047032600,"Census Tract 326, Kings County, New York",28910,16525,21944,28942,85000,-,20401,16977,24325,13415,-,-
36047032700,"Census Tract 327, Kings County, New York",43750,-,34866,-,54904,-,39909,27917,14697,45455,43616,75700
36047032800,"Census Tract 328, Kings County, New York",32351,25000,44886,30643,78315,-,41081,30221,67143,25938,44779,60347
36047032900,"Census Tract 329, Kings County, New York",33641,32518,-,30310,61114,48368,42234,33722,-,27031,67083,78750
36047033000,"Census Tract 330, Kings County, New York",21150,20100,18639,30417,38405,-,24167,15861,26652,34076,205875,-
36047033100,"Census Tract 331, Kings County, New York",30913,30818,26111,30731,36359,33000,19556,13636,20375,30685,35500,-
36047033300,"Census Tract 333, Kings County, New York",36100,13640,31220,32011,40859,43558,25697,30833,18438,22031,15208,51607
36047033500,"Census Tract 335, Kings County, New York",31667,-,35104,27574,-,87583,28837,-,28750,28269,25625,52083
36047033600,"Census Tract 336, Kings County, New York",41667,26848,36607,31406,36467,54167,45000,15188,13090,36818,53625,61167
36047033700,"Census Tract 337, Kings County, New York",35884,-,42997,27303,54327,-,46094,-,27574,36000,-,57813
36047033900,"Census Tract 339, Kings County, New York",32889,21420,29688,32829,54773,62208,35850,-,27768,31847,38375,61223
36047034000,"Census Tract 340, Kings County, New York",20964,11023,-,44911,21250,-,20341,9750,19813,31250,23750,-
36047034100,"Census Tract 341, Kings County, New York",42051,-,40991,35398,51382,-,31449,11845,27365,30208,32024,77321
36047034200,"Census Tract 342, Kings County, New York",33179,-,17457,41058,28750,-,29766,"250,000+",17500,33563,26731,-
36047034300,"Census Tract 343, Kings County, New York",28873,12600,24830,69318,40739,90556,32823,14405,30708,46550,63750,55694
36047034500,"Census Tract 345, Kings County, New York",30125,-,31050,-,-,46750,30433,-,21520,38333,41328,59800
36047034700,"Census Tract 347, Kings County, New York",47500,-,31983,41089,49773,81250,28523,14625,26991,37120,26591,63710
36047034800,"Census Tract 348, Kings County, New York",34688,21125,33966,60165,-,55208,22083,12548,20417,27759,54554,41250
36047034900,"Census Tract 349, Kings County, New York",31071,29712,26591,35809,36154,39444,25503,-,21375,25556,42097,-
36047035000,"Census Tract 350, Kings County, New York",30000,-,21771,35435,31250,-,37500,-,22500,26140,40474,60649
36047035100,"Census Tract 351, Kings County, New York",30599,45250,28750,32381,20833,-,27293,11765,26848,25109,35938,101875
36047035200,"Census Tract 352, Kings County, New York",38021,-,-,-,-,-,-,-,-,13864,-,-
36047035300,"Census Tract 353, Kings County, New York",38403,22019,32917,40583,40957,52027,33007,-,30370,32819,50057,48750
36047035400,"Census Tract 354, Kings County, New York",41215,-,33344,50069,46181,51492,38769,30964,36936,30500,63896,53030
36047035500,"Census Tract 355, Kings County, New York",33026,34474,25000,-,-,46447,29280,22391,24234,29600,36845,77798
36047035601,"Census Tract 356.01, Kings County, New York",46071,-,-,23945,50776,-,44150,-,21548,43899,49861,56607
36047035602,"Census Tract 356.02, Kings County, New York",60281,-,51917,76169,45938,60389,31526,-,16053,32154,50192,-
36047035700,"Census Tract 357, Kings County, New York",30714,14464,31538,37981,70893,-,27880,-,18500,30327,30227,-
36047035900,"Census Tract 359, Kings County, New York",32321,-,-,27179,-,-,32868,14394,31847,35490,37415,-
36047036001,"Census Tract 360.01, Kings County, New York",31982,-,45179,33313,26779,-,25473,-,-,18300,25302,35526
36047036002,"Census Tract 360.02, Kings County, New York",27734,-,-,36250,28892,-,17357,-,16569,-,26657,-
36047036100,"Census Tract 361, Kings County, New York",30203,-,32006,-,-,-,26579,-,26630,21371,32986,-
36047036200,"Census Tract 362, Kings County, New York",25838,16595,27011,21190,35078,-,22800,-,12228,28750,32188,83281
36047036300,"Census Tract 363, Kings County, New York",21645,17850,20675,41007,-,-,32172,17535,28810,30762,60053,73920
36047036400,"Census Tract 364, Kings County, New York",31296,18409,-,31339,61319,42500,31541,-,20417,31071,37386,-
36047036501,"Census Tract 365.01, Kings County, New York",41127,40966,40985,39265,45625,-,34632,-,21125,66823,-,42206
36047036502,"Census Tract 365.02, Kings County, New York",50263,-,58250,37500,-,-,27214,-,-,26250,54500,-
36047036600,"Census Tract 366, Kings County, New York",25952,21383,23577,32115,-,42188,28472,15660,18977,28750,51889,57143
36047036700,"Census Tract 367, Kings County, New York",36635,17134,28269,-,51875,-,43056,-,38036,50592,-,89688
36047036900,"Census Tract 369, Kings County, New York",31800,35787,25019,40156,56000,-,39856,21979,40486,31172,51667,56932
36047037000,"Census Tract 370, Kings County, New York",44524,-,31384,53780,70054,73828,45771,-,-,31964,51776,63750
36047037100,"Census Tract 371, Kings County, New York",40566,-,30459,43015,29625,-,36510,21392,32222,37262,51833,-
36047037300,"Census Tract 373, Kings County, New York",32300,14784,35458,32401,65400,-,30815,13516,23555,35357,45536,-
36047037401,"Census Tract 374.01, Kings County, New York",40411,101705,22153,42292,33594,-,41029,26250,21250,35357,54500,56563
36047037402,"Census Tract 374.02, Kings County, New York",32234,25500,-,31146,-,50351,23929,-,21806,20889,-,41250
36047037500,"Census Tract 375, Kings County, New York",32471,31293,36563,44076,-,-,37629,30938,28200,46250,-,51010
36047037700,"Census Tract 377, Kings County, New York",36181,16719,-,31680,46726,90580,42773,-,-,42292,45441,75573
36047037900,"Census Tract 379, Kings County, New York",35673,17031,-,41932,55761,66023,35510,30200,-,32059,58485,50987
36047038100,"Census Tract 381, Kings County, New York",34955,21020,33616,38258,50688,-,26842,10114,19653,31087,71632,105469
36047038200,"Census Tract 382, Kings County, New York",23558,21115,35688,27784,-,-,19411,12354,24704,23272,-,-
36047038300,"Census Tract 383, Kings County, New York",53107,-,46509,45500,70625,41845,42146,47554,22788,43096,43333,52361
36047038500,"Census Tract 385, Kings County, New York",49554,-,31824,49866,61656,98625,40638,16184,20278,42775,37131,-
36047038600,"Census Tract 386, Kings County, New York",27421,13529,31406,31332,-,76406,21250,11625,-,-,-,55625
36047038700,"Census Tract 387, Kings County, New York",36853,27552,35081,39167,39093,-,35000,15461,-,31974,-,89868
36047038800,"Census Tract 388, Kings County, New York",57439,-,54048,79091,62066,90278,45760,-,14125,46324,-,61949
36047038900,"Census Tract 389, Kings County, New York",30953,21375,24524,40364,43493,-,30425,-,-,-,33875,-
36047039000,"Census Tract 390, Kings County, New York",44853,21141,-,-,61250,91250,36786,-,22750,41250,41042,61087
36047039100,"Census Tract 391, Kings County, New York",35408,18523,23636,40313,48250,-,22019,21250,-,18411,44091,37284
36047039200,"Census Tract 392, Kings County, New York",35907,74250,45156,35431,32031,-,42278,40083,-,30909,51556,42143
36047039300,"Census Tract 393, Kings County, New York",31302,21884,45083,32014,51471,18676,33257,13971,24891,-,58355,75156
36047039400,"Census Tract 394, Kings County, New York",32500,16394,33750,33929,75750,-,32955,-,-,-,33523,52000
36047039500,"Census Tract 395, Kings County, New York",25741,25309,35625,24083,20350,36133,19643,22778,12240,26125,44293,-
36047039600,"Census Tract 396, Kings County, New York",64625,-,62734,73009,70893,-,38333,-,21029,-,51250,41581
36047039700,"Census Tract 397, Kings County, New York",31771,16676,14821,41719,24313,135543,30025,22634,24375,37969,38333,-
36047039800,"Census Tract 398, Kings County, New York",42037,17826,36389,51250,55536,-,26682,21058,17222,26304,64000,51974
36047039900,"Census Tract 399, Kings County, New York",40875,45324,31827,41750,41250,67292,38056,20000,-,40500,50042,60847
36047040000,"Census Tract 400, Kings County, New York",30781,25067,41125,-,34545,73315,36389,15761,26653,47321,45625,41500
36047040100,"Census Tract 401, Kings County, New York",32167,-,-,26962,48750,87212,23663,16524,22917,39526,37375,-
36047040200,"Census Tract 402, Kings County, New York",32348,19184,25750,53750,39500,31375,27917,12375,24265,27917,45750,61607
36047040300,"Census Tract 403, Kings County, New York",23971,21582,22207,35625,56250,-,35855,-,35245,32467,51131,51653
36047040400,"Census Tract 404, Kings County, New York",41875,16080,52917,44808,41538,-,28100,19205,26765,28462,48750,57750
36047040500,"Census Tract 405, Kings County, New York",48750,38611,70250,41875,41458,51473,31250,21146,19609,40875,38555,42083
36047040600,"Census Tract 406, Kings County, New York",30104,17969,28813,33750,36444,-,21400,15649,21392,65357,54559,-
36047040700,"Census Tract 407, Kings County, New York",-,-,-,-,-,-,-,-,-,-,-,-
36047040800,"Census Tract 408, Kings County, New York",31688,16543,25486,-,72750,74583,26821,-,17296,46645,53850,52500
36047040900,"Census Tract 409, Kings County, New York",34563,26480,42625,52679,32500,48056,25347,19020,33309,16722,46389,57849
36047041000,"Census Tract 410, Kings County, New York",37391,36316,25083,51071,45250,-,17128,11932,16793,-,-,40278
36047041100,"Census Tract 411, Kings County, New York",36401,40323,47670,30323,49167,21964,21545,19290,20461,25769,37386,-
36047041200,"Census Tract 412, Kings County, New York",46620,17108,35655,67143,"250,000+",-,26295,-,13750,18355,42264,52500
36047041300,"Census Tract 413, Kings County, New York",30214,18873,31929,43375,-,-,35014,22188,35589,45283,65069,70833
36047041401,"Census Tract 414.01, Kings County, New York",36615,45905,24063,35260,86364,-,26076,-,16250,-,26950,106116
36047041402,"Census Tract 414.02, Kings County, New York",38750,26500,36429,-,-,74500,31597,-,20208,27578,32321,50313
36047041500,"Census Tract 415, Kings County, New York",37031,35852,-,41657,36375,-,33419,17443,35669,22222,52813,51196
36047041600,"Census Tract 416, Kings County, New York",33661,13864,29946,45000,-,24375,17122,-,15872,-,39769,51250
36047041700,"Census Tract 417, Kings County, New York",29550,27700,-,12094,36736,62583,23872,12283,22216,27143,-,-
36047041800,"Census Tract 418, Kings County, New York",35743,21750,29712,36944,75833,103750,26484,-,31571,21458,-,-
36047041900,"Census Tract 419, Kings County, New York",30474,31500,23162,33846,32292,-,33785,11346,33750,38438,35395,85391
36047042000,"Census Tract 420, Kings County, New York",53942,101250,56750,68750,52885,-,34500,-,16313,36500,-,59821
36047042100,"Census Tract 421, Kings County, New York",31971,-,38225,22292,52031,-,26010,12833,20975,-,40549,38750
36047042200,"Census Tract 422, Kings County, New York",32574,15987,47604,42222,17182,-,35014,-,31912,26492,46806,-
36047042300,"Census Tract 423, Kings County, New York",27358,19228,27464,30868,51336,62014,23859,13688,17500,40443,37228,53958
36047042400,"Census Tract 424, Kings County, New York",32188,19167,26700,55707,-,58523,35333,20385,25714,58571,43114,59545
36047042500,"Census Tract 425, Kings County, New York",36721,-,32969,40056,40597,-,36466,"2,500-",37986,30078,46354,45750
36047042600,"Census Tract 426, Kings County, New York",27417,21250,24444,31100,50673,-,22927,-,18250,27500,32353,20966
36047042700,"Census Tract 427, Kings County, New York",39954,20761,40906,42238,55395,50176,27526,19342,21464,34904,44300,31250
36047042800,"Census Tract 428, Kings County, New York",35313,20972,36042,33594,-,51927,36105,17440,-,38000,42372,31635
36047042900,"Census Tract 429, Kings County, New York",32561,24834,33424,45192,50309,48882,23897,16813,22426,30313,56641,24464
36047043000,"Census Tract 430, Kings County, New York",34397,27250,26250,34402,68125,62679,30403,19519,17955,31607,47847,47067
36047043100,"Census Tract 431, Kings County, New York",31975,25553,34583,41313,38958,47125,24306,18500,-,-,47404,53636
