GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than high school graduate,Margin of Error; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Margin of Error; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Margin of Error; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Margin of Error; Total: - Graduate or professional degree,Estimate; Total: - Male:,Margin of Error; Total: - Male:,Estimate; Total: - Male: - Less than high school graduate,Margin of Error; Total: - Male: - Less than high school graduate,Estimate; Total: - Male: - High school graduate (includes equivalency),Margin of Error; Total: - Male: - High school graduate (includes equivalency),Estimate; Total: - Male: - Some college or associate's degree,Margin of Error; Total: - Male: - Some college or associate's degree,Estimate; Total: - Male: - Bachelor's degree,Margin of Error; Total: - Male: - Bachelor's degree,Estimate; Total: - Male: - Graduate or professional degree,Margin of Error; Total: - Male: - Graduate or professional degree,Estimate; Total: - Female:,Margin of Error; Total: - Female:,Estimate; Total: - Female: - Less than high school graduate,Margin of Error; Total: - Female: - Less than high school graduate,Estimate; Total: - Female: - High school graduate (includes equivalency),Margin of Error; Total: - Female: - High school graduate (includes equivalency),Estimate; Total: - Female: - Some college or associate's degree,Margin of Error; Total: - Female: - Some college or associate's degree,Estimate; Total: - Female: - Bachelor's degree,Margin of Error; Total: - Female: - Bachelor's degree,Estimate; Total: - Female: - Graduate or professional degree,Margin of Error; Total: - Female: - Graduate or professional degree
1400000US36005027402,36005027402,"Census Tract 274.02, Bronx County, New York",50478,5656,52000,32280,34476,15572,45175,9664,54223,11144,70222,11573,48750,6170,-,**,34972,24274,45906,25671,45956,11186,71908,20367,51518,6824,-,**,33264,19361,41653,11389,72857,16048,56983,16798
1400000US36005027600,36005027600,"Census Tract 276, Bronx County, New York",24688,2348,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US36005027700,36005027700,"Census Tract 277, Bronx County, New York",24271,2352,19731,9708,20024,4442,27240,9477,45792,40749,30583,9203,26226,2652,26015,6466,22273,3738,63523,54116,-,**,-,**,20189,7783,14656,2233,-,**,25185,3795,46583,32926,48594,43953
1400000US36005027900,36005027900,"Census Tract 279, Bronx County, New York",36175,5769,21111,3347,30810,12424,35425,17425,49961,7088,53167,29621,39906,7275,25680,6237,32198,20055,-,**,84196,40007,62857,36426,33546,7326,18604,8404,-,**,36400,29062,36250,21995,52667,47335
1400000US36005028100,36005028100,"Census Tract 281, Bronx County, New York",44449,5732,25594,9236,45129,8014,41691,11525,50809,19239,50675,4177,50485,3040,-,**,50229,10410,48259,12929,62635,25863,73906,30709,40521,5709,26813,26412,41094,7768,37768,8911,37604,17447,44813,11091
1400000US36005028300,36005028300,"Census Tract 283, Bronx County, New York",24783,13741,11768,6167,19710,3567,45322,12654,47125,20658,56446,19478,22500,20036,15741,7763,20099,5049,-,**,58378,54874,-,**,26860,13523,10202,2422,19474,11852,45729,8937,36797,22197,60294,54695
1400000US36005028400,36005028400,"Census Tract 284, Bronx County, New York",25110,21616,-,**,13854,12071,30938,22882,-,**,-,**,25846,15908,26029,6332,13438,13037,30938,22882,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US36005028500,36005028500,"Census Tract 285, Bronx County, New York",42568,5491,21863,20533,33934,5964,35435,11720,37404,7174,68060,23180,48021,14984,21863,20533,33824,5526,46250,28743,60694,27608,83750,53952,38105,6220,-,**,-,**,30625,17152,25486,13761,61667,6971
1400000US36005028600,36005028600,"Census Tract 286, Bronx County, New York",45057,9250,19167,8335,35855,20005,37292,14810,60833,14913,91042,39250,40476,27008,19896,14076,-,**,40536,29462,59464,20332,91458,40941,53839,15257,-,**,-,**,36979,18373,61146,25458,76500,49575
1400000US36005028700,36005028700,"Census Tract 287, Bronx County, New York",43798,14507,26985,24096,35500,18201,-,**,52750,8093,76759,18434,48661,15734,-,**,41250,21388,-,**,67625,58808,67438,19176,37402,24220,-,**,12083,4060,-,**,52714,9939,86219,5534
1400000US36005028800,36005028800,"Census Tract 288, Bronx County, New York",52031,10288,-,**,34970,3518,60109,9997,72303,46211,66667,18377,60650,13674,-,**,36557,5567,60829,6947,85594,25057,101188,28035,46362,4271,-,**,21090,4958,47057,20993,-,**,55795,16566
1400000US36005028900,36005028900,"Census Tract 289, Bronx County, New York",27500,9562,21573,732,-,**,28792,6669,41827,14435,69167,23054,31314,16835,22113,1723,-,**,30865,8983,50119,15773,44492,37171,26829,5388,20156,7071,13963,8355,27667,9673,-,**,73700,16086
1400000US36005029301,36005029301,"Census Tract 293.01, Bronx County, New York",85299,3950,-,**,-,**,47961,27943,85119,9752,87473,15101,103229,28690,-,**,-,**,-,**,81000,43920,113359,19164,82958,4857,-,**,-,**,-,**,85588,3840,86053,2108
1400000US36005029302,36005029302,"Census Tract 293.02, Bronx County, New York",64268,5785,-,**,-,**,46676,10249,66620,14429,87375,23736,86233,15352,-,**,61667,48893,56053,13627,91012,26568,107279,14199,53882,14443,-,**,12636,9462,41436,6052,63203,8475,57109,17440
1400000US36005029500,36005029500,"Census Tract 295, Bronx County, New York",51964,6919,58864,5699,30194,19039,40169,8563,54361,7582,78472,16110,46121,11415,61125,5523,-,**,35241,7205,61354,32052,75833,19190,53405,3403,56369,29541,31272,9720,50909,17884,53153,2478,82232,20768
1400000US36005029600,36005029600,"Census Tract 296, Bronx County, New York",41210,3538,-,**,41900,23594,40625,13537,31731,10705,43698,7908,42245,5007,-,**,41850,28424,50083,18137,31500,11326,45568,9484,36563,9870,-,**,-,**,33214,6184,31786,19853,41250,9044
1400000US36005029700,36005029700,"Census Tract 297, Bronx County, New York",63177,7070,-,**,47469,37433,-,**,50152,11076,69627,5952,62303,11397,-,**,60938,29482,-,**,50061,20704,69077,3821,65147,9463,-,**,47019,39974,-,**,52917,22420,76167,16487
1400000US36005030000,36005030000,"Census Tract 300, Bronx County, New York",52209,12451,32877,18952,30908,9395,42132,25553,79265,39152,76027,7487,65608,26582,-,**,-,**,70549,24099,62946,46680,107500,28798,44104,18234,33829,1474,36758,11801,24297,8134,80864,30735,66859,10832
1400000US36005030100,36005030100,"Census Tract 301, Bronx County, New York",65417,17479,-,**,32361,9000,32059,15562,81458,17620,91364,17804,46579,26166,-,**,35714,11017,31569,9189,81250,22878,91818,23481,84000,14558,-,**,-,**,88125,52116,82750,21594,85000,23657
1400000US36005030200,36005030200,"Census Tract 302, Bronx County, New York",46842,9503,32935,8896,40750,23856,41100,18604,51550,9789,53636,18625,42055,14900,32880,20092,41492,41123,38633,20473,50925,16033,82153,27572,48423,8324,35017,32858,32365,27872,48518,20647,55977,18578,51634,13037
1400000US36005030701,36005030701,"Census Tract 307.01, Bronx County, New York",75805,7020,-,**,-,**,67887,14792,59778,17547,103795,14885,80795,19082,-,**,-,**,46250,17581,71694,17487,151823,70744,73990,5985,-,**,-,**,73304,19471,57910,11088,79309,16479
1400000US36005030900,36005030900,"Census Tract 309, Bronx County, New York",72893,7126,27258,8805,46324,8853,59167,36760,71484,24677,84375,29156,98393,23588,27218,8069,-,**,76618,55271,93375,81434,105000,15278,61875,11420,-,**,45515,7633,48750,22967,69474,13463,66250,18280
1400000US36005031000,36005031000,"Census Tract 310, Bronx County, New York",50489,6398,17072,9779,42716,21255,48500,12413,60208,28554,80043,39135,58032,11413,-,**,60462,24923,56944,13159,75188,26469,52026,43490,40656,10774,13750,5947,26667,17599,40500,11412,51927,22361,92929,48962
1400000US36005031200,36005031200,"Census Tract 312, Bronx County, New York",51373,6503,17614,3261,50813,8631,37875,14440,71111,17139,61708,10908,58333,12715,70417,53742,61250,27843,40093,23369,72361,15844,52083,41829,44948,8676,16103,9996,40000,20504,37625,26639,55625,28440,61833,9002
1400000US36005031400,36005031400,"Census Tract 314, Bronx County, New York",46690,5043,28750,28488,35486,8628,46250,10703,75991,22998,66563,23277,50000,18777,36667,12821,50417,21455,47863,13377,77813,2150,93500,40911,37917,5542,12143,6630,17308,12941,45125,13447,47614,14147,61313,7925
1400000US36005031600,36005031600,"Census Tract 316, Bronx County, New York",42042,12779,26250,16508,36875,13942,24310,14642,52917,21192,54167,45289,32350,13735,35673,28273,41250,14710,23958,14131,36750,28509,41667,8198,51181,4964,24000,16319,35268,18839,-,**,71050,19741,83750,69145
1400000US36005031800,36005031800,"Census Tract 318, Bronx County, New York",44167,4071,35458,13516,43542,23874,41484,8458,46611,20305,71042,18768,48375,8871,35833,10358,48500,27411,45469,22952,74412,7117,77500,28049,42344,5580,26250,14101,-,**,40781,8026,45167,21120,67083,20406
1400000US36005031900,36005031900,"Census Tract 319, Bronx County, New York",-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US36005032300,36005032300,"Census Tract 323, Bronx County, New York",73426,13049,-,**,19432,9251,42488,26295,88355,25816,81369,5504,54514,41535,-,**,19432,9251,41968,15724,99406,68197,79620,9567,80662,14765,-,**,-,**,70431,46831,69460,33759,83776,15948
1400000US36005032400,36005032400,"Census Tract 324, Bronx County, New York",26914,12887,26087,6206,17298,17290,42361,13728,51011,37833,40313,32035,26573,18793,40281,24782,17177,6211,-,**,-,**,-,**,27235,14862,-,**,-,**,-,**,-,**,47667,14793
1400000US36005032600,36005032600,"Census Tract 326, Bronx County, New York",46846,10064,33021,14370,29231,13285,47162,17865,49922,18005,80221,10808,45625,17213,32000,15834,26250,17130,51790,25995,-,**,80699,25327,47770,9121,34271,26736,29231,13093,45034,18016,54659,14457,78194,17532
1400000US36005032800,36005032800,"Census Tract 328, Bronx County, New York",27331,9824,-,**,31563,9175,33232,15231,45735,27496,38674,2814,26824,9535,25236,12212,30511,15417,-,**,66447,25971,31310,11244,31705,18469,-,**,35114,16824,34695,7023,-,**,-,**
1400000US36005033000,36005033000,"Census Tract 330, Bronx County, New York",25634,2567,16627,10898,26277,3444,23066,5262,40729,17448,61484,44604,26028,3883,16060,14543,26176,8845,23991,6790,41958,29904,80108,77249,22656,9072,-,**,26563,8484,19444,5250,-,**,-,**
1400000US36005033201,36005033201,"Census Tract 332.01, Bronx County, New York",35148,3157,19010,5244,28269,9260,35263,9416,53594,16009,65833,8909,33034,4636,20855,4440,28077,9583,38500,13182,62566,24417,78125,58788,37135,11260,8300,5720,-,**,19709,14430,49531,20775,65223,14361
1400000US36005033202,36005033202,"Census Tract 332.02, Bronx County, New York",35974,5699,22183,2165,31313,7061,40792,12893,46029,9029,-,**,36159,8478,24306,10936,31691,28267,40542,11050,36250,24033,-,**,35511,7073,20978,3573,31163,10937,45441,27250,50326,11153,62426,14713
1400000US36005033400,36005033400,"Census Tract 334, Bronx County, New York",38487,14941,17885,6293,37857,14454,-,**,55259,8702,-,**,41250,9393,17619,7435,32188,12228,58750,37606,57337,11340,-,**,-,**,-,**,44500,30392,20380,7526,41705,24375,-,**
1400000US36005033500,36005033500,"Census Tract 335, Bronx County, New York",73188,16586,16563,4168,26382,6809,-,**,73935,7855,113000,23052,77054,18467,-,**,-,**,43203,8427,86429,21057,150313,86888,60625,17590,-,**,30000,28601,15885,3843,61397,21256,106667,39449
1400000US36005033600,36005033600,"Census Tract 336, Bronx County, New York",35638,8275,17695,1756,39563,12848,31550,14057,51135,19068,49698,19434,38292,10704,-,**,41958,13938,30025,24771,100234,51637,-,**,31172,11974,16298,2802,-,**,36439,18418,49294,3015,-,**
1400000US36005033700,36005033700,"Census Tract 337, Bronx County, New York",60950,8197,6250,2549,45368,12607,55917,9173,80104,22184,75857,6203,75143,16674,-,**,40469,17140,64643,20128,80000,24040,78750,39608,53295,8760,6250,2549,52045,16286,50536,32673,80125,48382,64531,23649
1400000US36005033800,36005033800,"Census Tract 338, Bronx County, New York",28477,5023,25217,17886,22246,10265,26755,5696,55769,40215,59700,38701,28164,5841,17213,13353,26397,10622,28229,17134,41908,30826,-,**,30189,8064,27391,7597,17760,12507,25917,11381,-,**,83529,35904
1400000US36005034000,36005034000,"Census Tract 340, Bronx County, New York",31447,4169,30000,12591,32219,10569,32113,6889,24357,24030,36111,25161,33448,6478,30508,18854,34432,9432,34707,27551,-,**,-,**,27500,5632,29293,21282,-,**,26990,4076,24607,23657,35833,25350
1400000US36005034200,36005034200,"Census Tract 342, Bronx County, New York",30234,5303,14712,13899,30378,5151,26295,10664,31453,2566,46806,14285,26860,5321,-,**,30233,19185,-,**,30750,28590,-,**,31016,3522,14135,9793,33125,14323,25859,16811,31563,1961,54821,11069
1400000US36005034300,36005034300,"Census Tract 343, Bronx County, New York",52031,8046,36184,4929,-,**,51964,7051,51406,37172,63750,23700,50625,7986,44375,10970,-,**,52179,6632,-,**,-,**,57955,13618,-,**,-,**,42206,27738,62000,50597,74063,30097
1400000US36005034400,36005034400,"Census Tract 344, Bronx County, New York",39461,11684,20221,6253,31625,7236,-,**,50313,22227,90568,22198,38846,11448,22132,12314,35179,20646,38894,10090,-,**,82039,6480,40417,16207,-,**,28125,15563,-,**,51701,12397,101154,50259
1400000US36005034500,36005034500,"Census Tract 345, Bronx County, New York",51461,1331,-,**,51436,1296,-,**,46398,7078,78200,10073,54563,12335,-,**,51917,7321,54375,40321,51923,15110,83523,28802,47246,6577,-,**,39676,27631,-,**,45200,2446,76406,26608
1400000US36005034800,36005034800,"Census Tract 348, Bronx County, New York",35412,2460,30945,11679,27383,14174,36213,2658,36250,20967,56391,9472,37799,5772,32233,6253,-,**,36987,9099,-,**,-,**,32648,7998,10651,2234,27363,12877,35452,13633,28850,5450,56051,14418
1400000US36005035000,36005035000,"Census Tract 350, Bronx County, New York",30729,4659,17857,6182,24306,5408,30000,5455,54063,18881,57321,34814,37361,9775,41719,35038,40862,12681,31129,17804,-,**,-,**,28452,5315,17188,2545,20304,8261,28056,11270,54258,22189,57321,34814
1400000US36005035100,36005035100,"Census Tract 351, Bronx County, New York",53885,5209,18021,8571,50417,46391,50785,3975,55625,16535,63553,10986,52434,10118,19167,8509,51917,44164,50598,6557,76875,40347,94167,31237,54250,7090,-,**,16375,15127,52222,29909,53654,10393,61016,9993
1400000US36005035600,36005035600,"Census Tract 356, Bronx County, New York",32031,8599,-,**,25087,20623,36274,10240,33750,6474,56667,29367,29570,13960,-,**,27064,11218,28864,26473,24792,24113,87604,12102,33333,11801,-,**,9257,7003,36745,10968,40208,24414,-,**
1400000US36005035800,36005035800,"Census Tract 358, Bronx County, New York",43617,6942,39747,24190,30858,3479,35886,8369,46534,17192,65705,5058,45159,12503,56098,26255,54625,30441,30404,3086,45938,45019,66656,4692,42971,9720,26063,10571,28150,8735,46327,11255,50972,21971,61458,14754
1400000US36005035900,36005035900,"Census Tract 359, Bronx County, New York",20668,4248,12983,2007,22091,6593,36667,29208,-,**,-,**,21330,5757,-,**,21951,12000,-,**,-,**,-,**,19208,5688,9063,8204,22625,6564,-,**,-,**,41429,13956
1400000US36005036000,36005036000,"Census Tract 360, Bronx County, New York",42328,1954,33056,13700,36406,13880,41098,9937,46288,4351,82604,40275,44228,5013,40536,15035,41912,17519,47206,9487,46000,35741,82813,43410,41326,1992,21667,3194,17386,8236,29904,24165,46339,6293,74500,53977
1400000US36005036100,36005036100,"Census Tract 361, Bronx County, New York",21000,4211,8130,2085,16641,9021,29482,11749,32220,9284,-,**,-,**,-,**,-,**,-,**,-,**,-,**,21813,5426,7746,4476,22621,6207,29964,13551,30927,19946,-,**
1400000US36005036300,36005036300,"Census Tract 363, Bronx County, New York",20795,2606,14611,3391,-,**,30684,5663,27013,7251,-,**,23963,5556,17938,8638,31719,29177,31797,22931,-,**,-,**,17274,4766,14197,1796,13958,3863,26875,13492,22143,18272,48403,44792
1400000US36005036400,36005036400,"Census Tract 364, Bronx County, New York",35737,3798,26979,15160,40112,6547,33848,3002,-,**,80764,15990,40818,4990,32596,23460,41114,1056,34276,2960,73250,50053,90000,77486,33071,3505,26875,16780,30511,3949,32596,9528,32083,3729,60781,29382
1400000US36005036501,36005036501,"Census Tract 365.01, Bronx County, New York",28384,5767,10260,8564,28348,7772,34000,8756,50000,13737,71125,63667,40688,8197,-,**,35000,13384,41875,6261,63152,16508,-,**,24148,8433,11765,9178,22768,19335,28750,4771,41111,40863,-,**
1400000US36005036502,36005036502,"Census Tract 365.02, Bronx County, New York",15785,2571,12714,3627,15000,5586,20278,9378,-,**,75000,69736,13750,2576,-,**,17917,12453,-,**,6447,715,-,**,17241,2780,16406,6095,14479,10570,20903,10124,47250,13688,-,**
1400000US36005036700,36005036700,"Census Tract 367, Bronx County, New York",18807,3243,13900,3639,16900,5471,25294,4178,-,**,-,**,22261,3681,15804,6259,23000,5226,26176,7165,54271,23463,-,**,14801,2474,13000,2573,14722,2683,24063,8021,10938,1493,-,**
1400000US36005036800,36005036800,"Census Tract 368, Bronx County, New York",32625,5335,18382,16328,30144,19887,34800,3306,43520,1547,71029,39952,35684,8319,-,**,36250,18932,40417,17220,43750,23580,-,**,29602,7887,29091,4766,-,**,17216,13158,43426,2232,77917,16338
1400000US36005036901,36005036901,"Census Tract 369.01, Bronx County, New York",17478,2551,17632,5007,18051,7396,13831,6906,-,**,-,**,19490,9050,18816,1186,29271,12609,11815,1016,110588,106458,-,**,15443,2381,12857,5019,16359,1952,19500,16038,-,**,-,**
1400000US36005036902,36005036902,"Census Tract 369.02, Bronx County, New York",22281,5217,19519,2663,17841,10927,26576,6903,46576,5579,49018,19479,25893,9757,18816,6860,18981,10077,50139,44768,46087,3477,-,**,21190,5450,20179,4023,11509,1777,25543,20071,-,**,66339,21744
1400000US36005037000,36005037000,"Census Tract 370, Bronx County, New York",30034,7150,19779,15658,25189,6085,36823,11073,54018,24742,68750,32422,27917,5077,-,**,26594,2289,36771,12920,-,**,-,**,38281,12786,27917,15661,19539,4168,37578,20871,54821,28732,68750,32422
1400000US36005037100,36005037100,"Census Tract 371, Bronx County, New York",25848,7013,14773,3024,27917,20182,31925,6654,36250,14243,-,**,37276,11781,-,**,39167,34156,32150,7388,50273,48089,-,**,17244,4859,13478,3717,21588,13901,24598,24411,29583,12362,-,**
1400000US36005037200,36005037200,"Census Tract 372, Bronx County, New York",35718,2650,31023,14950,25821,4024,36964,3793,41518,12045,60833,44661,36474,4025,24615,18047,25179,8672,40733,2904,34306,23480,65074,58084,35242,5774,31477,22919,-,**,35305,9854,51250,12208,60625,49942
1400000US36005037300,36005037300,"Census Tract 373, Bronx County, New York",27895,5907,19900,8051,26754,6358,31081,9400,45833,12083,50694,20795,31435,3760,26188,5648,26400,26048,41250,15784,48274,13342,-,**,26157,5526,15688,5463,26993,6537,25156,16131,36250,28331,50694,20795
1400000US36005037400,36005037400,"Census Tract 374, Bronx County, New York",31319,4075,30273,14369,28860,3872,36366,4473,40436,16785,-,**,37230,4805,50129,33608,27278,7176,39141,12267,40381,32582,-,**,28626,2802,-,**,29154,12400,27684,7317,40556,17066,-,**
1400000US36005037504,36005037504,"Census Tract 375.04, Bronx County, New York",24306,7070,11330,2842,30966,8620,31146,15410,25357,25313,-,**,32006,7311,12865,4468,34250,15997,-,**,51429,14230,-,**,19565,4326,"2,500-",***,26036,7247,20500,6375,20313,19235,-,**
1400000US36005037600,36005037600,"Census Tract 376, Bronx County, New York",35337,5800,21090,2284,32109,9334,28214,13673,41196,3724,-,**,37150,9424,20806,2738,45417,14281,37292,26485,42188,26010,-,**,32303,7448,22188,18929,25000,6737,27321,10956,40667,5146,-,**
1400000US36005037800,36005037800,"Census Tract 378, Bronx County, New York",32205,5470,14542,13543,30330,2347,35461,13045,48917,39561,-,**,30500,12387,-,**,30833,4804,37368,12921,-,**,-,**,32961,6482,-,**,30197,9350,29107,14700,-,**,-,**
1400000US36005037900,36005037900,"Census Tract 379, Bronx County, New York",21870,3694,24798,4012,18295,5169,14688,13240,40043,37102,41500,14859,17483,5605,29081,7469,16324,3223,11707,4592,-,**,45833,6237,26094,6045,15714,11439,25125,9324,33074,15293,43547,17292,39327,35158
1400000US36005038000,36005038000,"Census Tract 380, Bronx County, New York",31900,7244,15417,15074,21964,6825,50057,32105,39477,12900,72269,9152,31538,5947,-,**,22321,13513,54865,13596,16859,14258,-,**,35294,10915,-,**,-,**,27837,22823,50651,8777,75042,12608
1400000US36005038100,36005038100,"Census Tract 381, Bronx County, New York",26797,3621,21327,5277,33500,2905,25224,9588,34934,13957,-,**,31763,5635,26005,14042,34066,3043,28398,19489,-,**,-,**,22301,7222,17083,6384,30057,9685,22123,10896,34408,23160,-,**
1400000US36005038200,36005038200,"Census Tract 382, Bronx County, New York",36991,5194,17969,2142,33071,5669,36220,4339,52125,11740,62596,28861,42604,10046,-,**,40039,9249,51406,5342,-,**,62692,47180,30809,7981,15993,1675,26017,1781,32813,10192,41477,9862,-,**
1400000US36005038301,36005038301,"Census Tract 383.01, Bronx County, New York",25288,4984,14158,2161,22727,5740,34333,13421,69097,32378,35446,29447,21125,7487,14646,3619,23477,19677,41397,7473,-,**,-,**,26667,2902,13620,2021,20568,12120,28906,7716,74115,20160,-,**
1400000US36005038302,36005038302,"Census Tract 383.02, Bronx County, New York",23203,12874,16146,2845,22024,10512,33875,5608,-,**,-,**,30031,15186,20208,18568,-,**,34708,4514,-,**,-,**,21943,10722,15659,3891,23516,12049,31638,17506,-,**,-,**
1400000US36005038500,36005038500,"Census Tract 385, Bronx County, New York",22115,2934,17121,3114,21418,9452,24583,4711,33494,9103,-,**,21962,3785,18490,7490,21630,15113,25446,5930,-,**,-,**,22346,3674,13563,3733,20750,18790,24055,6868,-,**,-,**
1400000US36005038600,36005038600,"Census Tract 386, Bronx County, New York",33673,6975,23309,9233,31745,21080,30932,3019,48688,20401,65517,46947,34949,10022,-,**,44167,18337,31012,4285,53385,34556,-,**,31224,9321,-,**,17423,10114,30745,20284,48426,21344,88750,67612
1400000US36005038700,36005038700,"Census Tract 387, Bronx County, New York",19041,2101,13346,3883,16250,9560,-,**,23889,6850,34514,21736,19289,4647,18171,2003,-,**,-,**,-,**,33958,11518,18083,5948,11778,2080,-,**,-,**,25938,6746,-,**
1400000US36005038800,36005038800,"Census Tract 388, Bronx County, New York",38397,5347,34500,16092,37794,11267,35027,7688,41776,6321,80240,38925,37574,6144,34000,13145,45865,6856,32134,7491,40592,21555,-,**,38879,9316,-,**,26667,21409,35813,13183,47639,14941,80240,38925
1400000US36005038900,36005038900,"Census Tract 389, Bronx County, New York",22262,3468,16619,3120,14457,9523,35966,9042,35625,18559,22619,6732,21875,10972,16987,7706,14411,9733,38826,6340,-,**,-,**,22535,2956,14154,10106,-,**,-,**,32115,22742,23810,10813
1400000US36005039000,36005039000,"Census Tract 390, Bronx County, New York",29052,6781,13750,12763,30919,11726,26976,13239,-,**,65833,47924,28594,9560,-,**,32463,20684,25341,21825,-,**,-,**,29226,8430,-,**,25481,15736,35130,16276,-,**,65625,51657
1400000US36005039100,36005039100,"Census Tract 391, Bronx County, New York",27015,7046,20673,3299,33589,20569,32857,9979,31705,8308,29943,27562,35135,11582,22063,5233,41250,27054,41381,7631,61532,39369,41036,25582,16905,6746,9690,3097,-,**,20441,16972,28375,7974,-,**
1400000US36005039200,36005039200,"Census Tract 392, Bronx County, New York",24797,14756,44286,34436,21172,1293,36125,9410,42431,10599,-,**,29886,14765,-,**,20491,6347,41106,6438,37500,28780,-,**,24088,13686,-,**,22669,2258,31875,21635,42431,41298,-,**
1400000US36005039300,36005039300,"Census Tract 393, Bronx County, New York",20576,2196,15744,4465,21415,4734,21597,5447,31656,15524,31094,30663,22240,9644,18288,5688,30185,16826,29564,9089,43068,29125,32917,15736,15701,4696,13070,1624,13649,6801,20096,3693,31188,13298,-,**
1400000US36005039400,36005039400,"Census Tract 394, Bronx County, New York",31280,6838,19150,3155,34145,15002,35578,7237,40550,13066,44732,42756,35313,10258,22768,5802,45670,24774,37889,8667,31875,28405,-,**,26667,8801,15714,5738,30167,25867,31550,9648,41042,14558,-,**
1400000US36005039500,36005039500,"Census Tract 395, Bronx County, New York",27582,4881,12277,5305,30000,6572,32333,13702,31369,27229,-,**,32381,8642,18036,8566,36094,13592,36905,23220,-,**,38625,31694,25958,5519,9800,3308,21875,12046,31000,11222,38438,25791,-,**
1400000US36005039600,36005039600,"Census Tract 396, Bronx County, New York",33291,4501,21779,7539,35062,4265,31656,10942,50000,10130,83631,14007,32632,7130,21082,4935,40213,8029,30875,10759,-,**,76250,15143,33500,7385,26295,13986,27279,14604,35046,15489,50000,10130,104861,36436
1400000US36005039700,36005039700,"Census Tract 397, Bronx County, New York",22473,5683,21336,3688,21702,4591,35446,5577,-,**,28750,26603,22056,10212,-,**,21250,1207,-,**,-,**,-,**,24063,6440,-,**,-,**,36071,9716,-,**,27813,24154
1400000US36005039800,36005039800,"Census Tract 398, Bronx County, New York",40625,7513,31689,2529,29605,12956,45655,9871,42734,19323,70375,32496,48155,10268,34464,16926,42829,21294,47417,31286,60536,12924,101250,43698,35606,5683,30574,16103,22019,14811,42500,12450,36745,7908,62969,17633
1400000US36005039901,36005039901,"Census Tract 399.01, Bronx County, New York",21536,4833,14667,1574,19135,6365,26346,4404,39375,8408,54800,30096,26481,2887,15433,9547,20391,7938,29000,6763,48214,16008,65980,42544,17170,3961,14137,1864,15833,8764,17292,8533,37644,14404,53350,37237
1400000US36005039902,36005039902,"Census Tract 399.02, Bronx County, New York",20858,2548,21766,11106,19176,4111,22452,4114,-,**,78158,24230,24455,8529,35089,11895,21522,5415,22212,5799,-,**,-,**,16311,3237,14766,11365,14167,5640,23281,8762,-,**,-,**
1400000US36005040100,36005040100,"Census Tract 401, Bronx County, New York",26318,5454,21555,2605,31229,18581,26324,11057,-,**,55694,23153,34018,7934,26167,12171,41382,7551,26292,23696,-,**,56481,9134,16979,4684,12773,6757,15167,9043,26369,13223,-,**,-,**
1400000US36005040302,36005040302,"Census Tract 403.02, Bronx County, New York",27966,8706,21115,3760,28864,10942,34167,5939,42222,20414,-,**,28205,9673,22955,4542,31513,11485,40781,23296,51471,49962,-,**,27426,12306,14853,7623,24306,13374,33770,4542,39615,15982,-,**
1400000US36005040303,36005040303,"Census Tract 403.03, Bronx County, New York",25781,5887,21492,6805,18640,4924,30850,12164,37000,8073,51067,9778,33750,9134,21413,14592,21613,8399,48023,4133,43750,18871,-,**,21198,6048,21538,9820,13000,6094,16724,3761,29875,14921,51016,19410
1400000US36005040304,36005040304,"Census Tract 403.04, Bronx County, New York",25877,7722,19156,9831,15000,5287,31136,7220,40192,9778,46708,1929,32406,7099,32188,29416,-,**,-,**,40337,6060,-,**,21994,7623,12161,11929,15446,6114,31941,24514,-,**,47083,7254
1400000US36005040400,36005040400,"Census Tract 404, Bronx County, New York",32253,4762,21974,13063,27179,10083,31796,3446,45893,21942,57375,21764,31998,9669,40833,27517,30788,13227,30855,1024,46250,20161,-,**,32961,6826,20987,1411,26143,14465,37500,4703,-,**,56167,14302
