GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than high school graduate,Margin of Error; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Margin of Error; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Margin of Error; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Margin of Error; Total: - Graduate or professional degree,Estimate; Total: - Male:,Margin of Error; Total: - Male:,Estimate; Total: - Male: - Less than high school graduate,Margin of Error; Total: - Male: - Less than high school graduate,Estimate; Total: - Male: - High school graduate (includes equivalency),Margin of Error; Total: - Male: - High school graduate (includes equivalency),Estimate; Total: - Male: - Some college or associate's degree,Margin of Error; Total: - Male: - Some college or associate's degree,Estimate; Total: - Male: - Bachelor's degree,Margin of Error; Total: - Male: - Bachelor's degree,Estimate; Total: - Male: - Graduate or professional degree,Margin of Error; Total: - Male: - Graduate or professional degree,Estimate; Total: - Female:,Margin of Error; Total: - Female:,Estimate; Total: - Female: - Less than high school graduate,Margin of Error; Total: - Female: - Less than high school graduate,Estimate; Total: - Female: - High school graduate (includes equivalency),Margin of Error; Total: - Female: - High school graduate (includes equivalency),Estimate; Total: - Female: - Some college or associate's degree,Margin of Error; Total: - Female: - Some college or associate's degree,Estimate; Total: - Female: - Bachelor's degree,Margin of Error; Total: - Female: - Bachelor's degree,Estimate; Total: - Female: - Graduate or professional degree,Margin of Error; Total: - Female: - Graduate or professional degree
1400000US36001000100,36001000100,"Census Tract 1, Albany County, New York",33333,12414,20074,3846,32097,11219,42059,8023,71250,40730,26417,4759,32292,24622,21339,10605,42625,28059,52000,6443,-,**,-,**,33500,11297,18750,7142,31776,7975,40862,12102,74306,11341,-,**
1400000US36001000200,36001000200,"Census Tract 2, Albany County, New York",35095,7606,-,**,25586,14263,33009,16016,70453,61667,-,**,43194,22855,-,**,-,**,54655,31232,-,**,-,**,32500,6822,-,**,25391,14699,31833,1875,-,**,56250,31585
1400000US36001000300,36001000300,"Census Tract 3, Albany County, New York",28403,11167,37845,18615,16871,1560,24261,21787,37635,4041,60625,17443,31842,19674,41750,38642,16976,2014,-,**,60714,23365,64261,12869,23797,15075,33375,26429,16674,14104,24091,19759,34464,17082,-,**
1400000US36001000401,36001000401,"Census Tract 4.01, Albany County, New York",42042,6153,-,**,30536,9316,31907,5321,47734,15661,54453,17816,48984,12946,-,**,25550,10125,-,**,68750,59063,68250,24058,41355,3817,-,**,37500,10228,32161,7309,40651,11624,53438,10520
1400000US36001000403,36001000403,"Census Tract 4.03, Albany County, New York",49951,4683,-,**,36958,24233,52625,12492,42040,6999,65043,23667,52750,12026,-,**,36417,19802,55985,14241,43235,13875,69712,32015,49477,5064,-,**,-,**,48250,15576,41605,7398,52130,18808
1400000US36001000404,36001000404,"Census Tract 4.04, Albany County, New York",3088,1978,-,**,-,**,3088,1977,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,"2,500-",***,-,**,-,**,"2,500-",***,-,**,-,**
1400000US36001000501,36001000501,"Census Tract 5.01, Albany County, New York",31799,4294,18634,5494,32469,3091,22500,17803,50417,24518,50278,36440,31292,5820,18375,17123,30469,3430,-,**,51458,23787,84792,19309,32788,7458,18712,2561,35111,4410,23125,21054,41607,36793,36917,13695
1400000US36001000502,36001000502,"Census Tract 5.02, Albany County, New York",40895,2783,-,**,31038,1108,35625,5632,42375,8149,55833,13605,41365,5178,-,**,31250,2077,38750,6868,45250,26400,62550,27925,36250,13404,-,**,30446,11675,29306,5028,42000,20905,54514,7338
1400000US36001000600,36001000600,"Census Tract 6, Albany County, New York",26846,5169,-,**,30851,17727,29144,6831,33438,13822,-,**,28207,6299,"2,500-",***,32070,16957,28056,2738,34896,10998,-,**,21310,10145,10682,2280,-,**,36125,25009,26471,23790,-,**
1400000US36001000700,36001000700,"Census Tract 7, Albany County, New York",27357,9645,25729,11745,22244,4150,40032,11872,57188,45319,-,**,41585,10277,-,**,-,**,42076,4156,68565,39505,-,**,23618,4512,18250,3437,20703,8037,27061,21485,-,**,-,**
1400000US36001000800,36001000800,"Census Tract 8, Albany County, New York",26525,2736,-,**,25391,3002,27049,8920,30341,24878,60917,29622,27063,9659,-,**,24292,5520,-,**,30284,26025,-,**,26391,1404,-,**,26051,6692,27118,7462,-,**,-,**
1400000US36001001100,36001001100,"Census Tract 11, Albany County, New York",24048,11206,15859,6138,18793,8433,-,**,-,**,47396,22660,19828,15534,-,**,19095,10164,13750,13541,-,**,45179,21795,26389,15974,-,**,-,**,23250,21203,-,**,56875,11943
1400000US36001001400,36001001400,"Census Tract 14, Albany County, New York",50288,7321,-,**,28694,25708,31985,12240,51591,17358,68750,16195,50647,11721,-,**,-,**,31196,12389,57130,9793,76563,66328,49052,9852,-,**,-,**,36136,20141,42041,3522,61168,9360
1400000US36001001500,36001001500,"Census Tract 15, Albany County, New York",33188,15813,-,**,20893,14901,39091,20984,-,**,51406,15778,31958,17797,-,**,-,**,50217,20578,26905,21067,43047,11481,35357,22020,-,**,28281,5056,-,**,48750,16350,54594,17574
1400000US36001001600,36001001600,"Census Tract 16, Albany County, New York",44488,5410,-,**,35000,10060,53778,7397,40435,4265,53281,12958,49787,8717,-,**,35288,14760,53906,18858,48664,12894,56831,6326,40000,5731,-,**,34531,12874,53750,20376,38237,14785,43906,13190
1400000US36001001700,36001001700,"Census Tract 17, Albany County, New York",37488,4568,-,**,25677,5500,35755,6338,39135,9914,50104,10890,35757,3922,-,**,23750,11079,36364,8277,39038,12100,42321,32316,41402,5535,-,**,-,**,34620,9100,40278,14136,51198,10517
1400000US36001001801,36001001801,"Census Tract 18.01, Albany County, New York",50173,4086,-,**,37986,8458,36186,5394,48649,9149,64718,8873,52422,5783,-,**,36250,6992,35552,7819,53798,16121,79263,18176,48337,9556,-,**,39896,26649,37917,29014,37425,12826,54578,13168
1400000US36001001802,36001001802,"Census Tract 18.02, Albany County, New York",39037,4571,-,**,30668,6744,37312,10825,47639,14018,45568,9873,41603,8750,-,**,29917,10727,41071,12230,49861,26704,52847,30490,36471,9947,-,**,30784,18657,32917,19504,41667,21151,45000,8234
1400000US36001001901,36001001901,"Census Tract 19.01, Albany County, New York",51287,4465,6083,2004,65341,54695,27639,17677,49143,3414,63167,5412,50679,3826,6083,2004,-,**,37083,19995,51929,3462,60398,12622,52857,11145,-,**,-,**,-,**,32614,6975,65551,5236
1400000US36001001902,36001001902,"Census Tract 19.02, Albany County, New York",55489,11415,-,**,33092,7635,53696,22302,51250,12900,66364,9856,53672,18849,-,**,34028,30868,48897,22353,47031,37654,69231,28099,56413,11040,-,**,29688,16331,66528,31468,51625,17405,62273,17651
1400000US36001002000,36001002000,"Census Tract 20, Albany County, New York",31400,2484,-,**,23864,1885,29464,3060,47115,24286,55057,5638,33220,9973,11708,9358,22675,3108,34773,9269,42297,33848,41719,17571,30916,2883,30671,22544,26472,7106,26563,12718,60069,42472,56456,3399
1400000US36001002100,36001002100,"Census Tract 21, Albany County, New York",37396,6294,23857,5659,37266,5411,27125,6243,50324,9563,50900,3560,38000,9253,25708,18053,33536,4257,-,**,39063,16206,47778,7638,36406,11553,23250,1829,38984,7766,25781,3444,51759,8848,55278,11297
1400000US36001002200,36001002200,"Census Tract 22, Albany County, New York",39167,5761,30500,14720,23864,22970,26447,7050,46519,3932,55481,18798,36292,4967,33750,9189,21719,7117,25395,12297,46061,8376,50577,29075,46090,8174,-,**,36111,813,43333,30716,46992,12300,57404,25285
1400000US36001002300,36001002300,"Census Tract 23, Albany County, New York",25303,6933,-,**,20000,2861,24545,18822,52950,11372,36369,20395,20899,6300,-,**,20208,17322,-,**,74559,28445,58482,35641,28679,7576,-,**,19732,11134,29306,15325,45990,12501,31875,14010
1400000US36001002500,36001002500,"Census Tract 25, Albany County, New York",16293,5225,13600,7220,15547,4788,22688,16295,19688,8698,-,**,15179,4912,-,**,-,**,-,**,19063,6481,-,**,18826,7825,13950,11074,12447,5509,26488,7823,-,**,-,**
1400000US36001002600,36001002600,"Census Tract 26, Albany County, New York",28600,3652,-,**,28152,6389,29832,8268,40457,15459,30292,5897,25000,4196,-,**,24470,7122,29865,12234,42125,13807,26847,10945,30556,2895,-,**,29725,7520,29792,12272,31635,21534,31250,11112
1400000US36001012700,36001012700,"Census Tract 127, Albany County, New York",36344,4174,24167,21079,32228,6646,33895,2314,46477,11151,81667,28559,45574,7997,19318,9280,37431,11312,33885,14030,46023,2907,101806,45597,34206,2489,35865,9825,26563,8656,33906,3937,49167,28656,50417,17961
1400000US36001012800,36001012800,"Census Tract 128, Albany County, New York",30230,5282,25921,19831,21509,7916,31964,6756,30125,28735,41023,19830,32604,8315,-,**,26927,9804,37639,5782,41458,28835,38472,13303,23750,5131,26513,6931,19565,2912,27813,7722,-,**,42273,36324
1400000US36001012900,36001012900,"Census Tract 129, Albany County, New York",30955,2829,22264,15274,27321,9558,32170,3811,50435,5763,55000,20849,33145,5762,34063,15701,27440,11641,33207,29469,50870,1387,-,**,29911,3754,18125,5724,22222,20830,31863,2661,43750,37006,49750,27957
1400000US36001013000,36001013000,"Census Tract 130, Albany County, New York",42479,4439,36094,34786,31179,2213,43358,3573,51831,4683,60905,25385,43586,5874,-,**,27083,9697,45417,10728,51735,7406,103162,76933,41734,5036,-,**,31776,4292,40560,17478,51925,14884,52105,15944
1400000US36001013100,36001013100,"Census Tract 131, Albany County, New York",36250,3586,23526,1607,24934,17723,37857,5291,48125,17252,60625,26207,33750,7775,-,**,32232,15041,30540,11033,50486,20953,-,**,37681,3919,23750,590,22500,13482,39089,1517,39821,23257,49659,27591
1400000US36001013200,36001013200,"Census Tract 132, Albany County, New York",29577,4659,-,**,19256,3719,33777,5822,41544,8536,31650,10584,39550,7666,8676,2500,-,**,52000,13206,40588,19533,31029,20920,26986,2696,-,**,18984,6759,26500,3919,48750,16974,40469,27868
1400000US36001013300,36001013300,"Census Tract 133, Albany County, New York",40697,2471,11997,1510,30738,14728,41477,5298,50982,9243,45481,39057,40917,3334,-,**,31483,21534,52955,19547,61167,18552,-,**,40495,6460,11997,1510,26806,14169,40549,6691,50045,7346,48750,18102
1400000US36001013400,36001013400,"Census Tract 134, Albany County, New York",35640,3599,11050,5641,28125,5261,37295,5890,37885,12305,-,**,36481,7618,-,**,29537,12304,41250,11556,41875,21592,102344,6499,35254,9136,-,**,19792,10668,36719,3026,-,**,50962,23324
1400000US36001013503,36001013503,"Census Tract 135.03, Albany County, New York",50888,5764,-,**,30758,12003,46225,9162,60571,10777,62639,18499,53070,10691,-,**,33558,4739,51125,21300,60694,11270,78517,17076,50166,6776,-,**,21838,19404,41429,11417,60156,17253,59773,11435
1400000US36001013505,36001013505,"Census Tract 135.05, Albany County, New York",46090,3330,-,**,45058,14654,41316,15719,47072,11751,61042,30424,47441,7958,-,**,45078,12095,51250,19709,47467,45751,72500,41993,41151,7109,-,**,41250,33097,22328,13752,44531,10138,-,**
1400000US36001013506,36001013506,"Census Tract 135.06, Albany County, New York",42376,7398,25673,17125,24612,4739,40634,8784,56266,3454,66094,20111,46983,14155,-,**,-,**,33466,18006,71944,10785,84514,18825,40972,6656,18527,15662,24219,6778,41897,7758,53818,4871,55590,20748
1400000US36001013507,36001013507,"Census Tract 135.07, Albany County, New York",49375,4253,-,**,27352,1904,51842,6995,46944,20906,67500,15368,52574,8016,-,**,28750,12268,55662,6137,-,**,73309,35193,47969,6090,-,**,26737,1153,41696,7652,50875,22648,67147,15208
1400000US36001013508,36001013508,"Census Tract 135.08, Albany County, New York",53266,5355,25313,22822,31495,7687,47273,14021,56613,14070,102044,19008,59423,8686,31635,14489,47750,9352,51680,10816,63224,13197,101638,24141,45216,10593,-,**,25481,10667,35152,11830,53902,12451,102306,24412
1400000US36001013601,36001013601,"Census Tract 136.01, Albany County, New York",50738,5267,23125,5283,47578,14842,42321,7742,53482,13657,73333,18937,59828,8193,-,**,48942,30235,57656,8892,62260,14345,100147,43083,43071,6854,-,**,41964,12902,32415,9099,46250,15836,68289,15861
1400000US36001013602,36001013602,"Census Tract 136.02, Albany County, New York",41495,5751,-,**,50732,12101,30363,1805,41727,19868,64688,23564,50755,15180,-,**,45192,16927,30598,5386,63897,19641,79741,6521,32361,9703,-,**,61429,11514,30286,2017,30455,17760,44115,16553
1400000US36001013703,36001013703,"Census Tract 137.03, Albany County, New York",39954,6987,-,**,-,**,45184,8979,63068,8308,61750,39304,40573,7929,-,**,-,**,42132,8359,70938,16228,112083,32880,38636,10802,-,**,30536,29167,45833,12281,61125,9264,48500,37998
1400000US36001013705,36001013705,"Census Tract 137.05, Albany County, New York",46119,6724,30513,7638,32165,17877,46228,9970,60738,22542,71875,13648,49450,9061,32171,7203,31964,23227,52792,10693,65898,30837,-,**,43789,7056,21926,10827,40019,24559,41224,9205,51250,32661,71049,10964
1400000US36001013706,36001013706,"Census Tract 137.06, Albany County, New York",65354,4205,-,**,40417,16014,43942,16300,65833,12108,74107,8026,67153,18125,-,**,39643,19647,60625,45308,65417,27804,84250,32267,64200,5709,-,**,41875,36738,30104,11387,66250,26089,70125,6980
1400000US36001013707,36001013707,"Census Tract 137.07, Albany County, New York",55288,4373,-,**,35625,19206,41989,13311,66136,11097,76597,10612,67296,13334,-,**,41580,14419,41563,10048,78889,18543,95145,22729,40190,11227,-,**,23667,12274,49375,31693,26700,18815,58214,6849
1400000US36001013801,36001013801,"Census Tract 138.01, Albany County, New York",44361,4325,18780,1813,40867,5561,46042,7250,48636,10142,81106,3043,48567,8532,19335,10299,45525,9986,48917,6983,45625,14422,82131,7290,40377,5411,18036,7514,37635,8770,36950,16763,51029,12862,48519,33580
1400000US36001013802,36001013802,"Census Tract 138.02, Albany County, New York",55244,3445,45156,29941,43536,7613,47465,8959,63450,6423,71189,6073,64750,9228,67841,47190,57578,16563,52778,14070,71635,7006,87941,11954,46574,5772,-,**,30556,7982,45208,7591,56500,10461,53625,12833
1400000US36001013901,36001013901,"Census Tract 139.01, Albany County, New York",37891,5146,-,**,28974,3211,36875,5748,51447,8021,55781,14268,44271,7247,40625,27427,26375,9811,41250,8608,63646,18426,78281,38188,31707,3803,18269,14032,29551,1980,31875,5042,40795,9228,48750,15890
1400000US36001013902,36001013902,"Census Tract 139.02, Albany County, New York",42627,5599,-,**,23371,5075,40020,12144,48583,5536,64417,23118,50614,7001,-,**,41750,19429,32407,12787,49333,20894,82917,32482,33364,10357,-,**,22063,2765,41432,9476,41375,24289,40588,19637
1400000US36001014001,36001014001,"Census Tract 140.01, Albany County, New York",40732,3815,25355,2498,36019,8866,45833,4512,50946,7073,60938,22429,42260,6356,22639,5319,41481,1251,47019,14306,51385,12417,-,**,37389,7683,26026,781,29856,3723,44737,8107,43194,25220,63250,9650
1400000US36001014002,36001014002,"Census Tract 140.02, Albany County, New York",40316,3898,30800,19315,31342,5991,39688,6900,51769,6067,44118,23111,44215,4540,-,**,30848,8293,46806,11247,51190,2337,-,**,37321,3394,31200,14660,34464,8237,36125,8446,59821,14525,44044,16737
1400000US36001014100,36001014100,"Census Tract 141, Albany County, New York",60448,14491,27321,26868,42788,15823,60948,30620,52179,40078,78317,17080,83705,18102,35962,22206,62583,41698,83651,32912,93304,47762,91357,7984,45852,11190,-,**,-,**,26830,13884,47333,16155,60885,16327
1400000US36001014201,36001014201,"Census Tract 142.01, Albany County, New York",51952,4798,-,**,40238,9250,40244,23093,51339,11503,65801,15988,56354,6401,-,**,40625,17334,43958,11427,57400,19831,77464,25411,45089,12027,-,**,39914,13921,28821,22637,40232,10780,59470,3025
1400000US36001014202,36001014202,"Census Tract 142.02, Albany County, New York",59849,7899,-,**,19678,9164,35667,16942,58015,17321,87564,10017,69750,14735,-,**,-,**,27995,16617,70511,46135,107417,28626,56054,10040,-,**,19470,18894,40812,5892,44191,17802,83625,16580
1400000US36001014203,36001014203,"Census Tract 142.03, Albany County, New York",61911,3300,-,**,31974,16290,51646,13952,61308,5300,72012,9888,79526,13671,-,**,52679,44201,58173,14778,85733,11733,106397,17754,52743,5321,-,**,30185,7367,44647,18747,52143,11427,60106,9067
1400000US36001014301,36001014301,"Census Tract 143.01, Albany County, New York",46816,5822,-,**,21875,15707,50688,5678,64000,19712,66250,23150,56705,10298,-,**,-,**,51731,8264,71563,16221,116635,74400,42250,6208,-,**,16563,12158,46917,7352,-,**,46012,18900
1400000US36001014302,36001014302,"Census Tract 143.02, Albany County, New York",59384,6644,43304,6342,40813,14137,56170,7728,62350,11187,73629,6465,67035,11502,43304,6342,60852,10249,59583,27352,76711,18133,87417,15357,50000,6965,-,**,29314,12583,49353,14442,53750,18456,69509,10302
1400000US36001014401,36001014401,"Census Tract 144.01, Albany County, New York",41892,4976,33281,31140,24250,7742,46542,7272,56304,18786,56193,973,41616,7638,34453,20775,24188,12491,54922,16534,55054,19825,60284,29414,42206,7498,-,**,25078,17397,41823,8748,62396,36825,56098,689
1400000US36001014402,36001014402,"Census Tract 144.02, Albany County, New York",38656,3404,-,**,35984,4476,38182,8237,48319,9747,51776,19729,37929,4680,-,**,37625,6305,37625,26830,61406,36213,-,**,40364,6308,-,**,35579,5179,38424,8714,47931,10740,50658,2964
1400000US36001014501,36001014501,"Census Tract 145.01, Albany County, New York",55000,8117,56250,17812,40750,11686,39766,9828,76719,19643,78281,12019,70667,19961,57143,12665,53958,12430,45781,15732,82273,20779,104219,48682,46000,7279,-,**,32813,19186,36875,13229,62083,25379,63854,9870
1400000US36001014502,36001014502,"Census Tract 145.02, Albany County, New York",45894,2283,28875,16867,45140,1909,30769,5299,55156,14196,74028,14345,45814,7563,-,**,45930,3899,28264,27274,79417,12350,87292,59659,45938,3624,-,**,43942,3902,33594,9732,46360,9675,72500,15377
1400000US36001014503,36001014503,"Census Tract 145.03, Albany County, New York",51496,2973,35673,19110,31875,7308,45560,3517,57417,14168,61667,25316,58194,9858,-,**,37321,9372,51905,6623,78875,20937,85469,30479,44545,4349,-,**,27679,7652,42212,5480,49500,7286,58884,3387
1400000US36001014606,36001014606,"Census Tract 146.06, Albany County, New York",57240,12278,-,**,37049,7687,51429,19111,65885,6562,68625,9381,66894,8014,-,**,30781,20470,67292,24658,72885,14954,100313,42203,49612,6739,-,**,37431,7360,36579,19673,62813,16338,64853,7721
1400000US36001014607,36001014607,"Census Tract 146.07, Albany County, New York",54527,5718,26442,5120,21893,17622,41563,10890,65635,8396,80196,17499,61682,12025,-,**,-,**,46131,3097,76591,29244,109519,12326,51269,7238,-,**,21618,11818,33889,8075,58125,14671,68438,10933
1400000US36001014608,36001014608,"Census Tract 146.08, Albany County, New York",49010,6214,28917,10702,48424,5509,46029,10107,59943,7174,52232,38582,53214,9249,-,**,48839,7832,49028,15305,57574,22808,95833,22538,44559,9552,-,**,47778,47450,40078,13930,64038,8418,41563,11943
1400000US36001014609,36001014609,"Census Tract 146.09, Albany County, New York",47604,7197,-,**,36697,1895,45492,6014,58824,9062,56083,11017,53325,10585,-,**,36579,1978,46180,3063,83971,44907,77917,33880,46329,3225,-,**,-,**,38438,13133,45990,8202,52702,9422
1400000US36001014611,36001014611,"Census Tract 146.11, Albany County, New York",59457,8089,-,**,36071,17070,61500,6395,47273,17301,75417,8495,70208,12924,-,**,34737,33189,75000,14775,54107,37076,86250,14110,50250,7749,-,**,36786,17525,40588,3256,46250,15993,60833,19859
1400000US36001014612,36001014612,"Census Tract 146.12, Albany County, New York",51938,4390,-,**,32188,13694,42500,9910,65568,20830,72950,9671,56250,13934,-,**,41944,6992,53750,13037,75417,16257,76250,58907,50357,4712,-,**,25500,8704,25938,12102,51700,6275,72950,9092
1400000US36001014613,36001014613,"Census Tract 146.13, Albany County, New York",46063,8608,-,**,35774,17980,50224,17881,45378,9607,65060,29423,51585,10924,-,**,64338,5473,50694,15631,-,**,-,**,39500,10028,-,**,22684,5123,44083,18298,45523,6435,65238,20538
1400000US36001014614,36001014614,"Census Tract 146.14, Albany County, New York",60748,5058,-,**,31089,5399,51220,17380,72436,10399,75772,7807,74596,3318,-,**,37019,13741,51830,22992,98636,45051,76699,20586,43674,10456,-,**,13167,10617,50915,21185,41600,11645,51250,31225
1400000US36001014615,36001014615,"Census Tract 146.15, Albany County, New York",50938,4486,-,**,53083,29833,38794,1103,48000,24390,66985,13473,64013,20460,-,**,43500,20014,40000,25420,70096,38573,72260,25076,34545,7854,-,**,-,**,37990,13696,31431,1879,51429,22728
1400000US36001014700,36001014700,"Census Tract 147, Albany County, New York",47319,4565,16607,6336,34130,7383,50000,5665,51467,10052,62143,10520,51563,5777,15982,1754,41750,10420,65114,15755,51467,8843,79583,35237,38889,9667,-,**,31850,2655,33646,11468,52500,25105,51780,13397
1400000US36001014801,36001014801,"Census Tract 148.01, Albany County, New York",43184,3779,41500,35758,34125,4684,43606,5936,51691,14516,66406,6048,47299,6077,60417,36021,36855,7528,54803,14787,51161,16307,77857,19340,33333,6766,-,**,28077,15976,21071,13569,55833,19578,63466,4910
1400000US36001014802,36001014802,"Census Tract 148.02, Albany County, New York",44792,6592,-,**,40938,11363,40221,10476,67969,20487,56406,14578,41111,9528,-,**,40625,12204,42917,12365,69500,55273,30750,10845,46292,4844,-,**,45139,39071,35125,6344,58958,25014,69063,20924
1400000US36001014803,36001014803,"Census Tract 148.03, Albany County, New York",57866,7883,-,**,47303,13320,52118,12189,74063,19954,76538,20472,70323,12873,-,**,60906,14845,76250,13893,74271,21002,105948,41167,47895,9301,-,**,45064,19959,36181,12315,72400,51609,75481,16951
1400000US36003940200,36003940200,"Census Tract 9402, Allegany County, New York",-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US36003950100,36003950100,"Census Tract 9501, Allegany County, New York",29453,2906,11389,6011,25500,3352,32969,7879,36875,24641,46875,11475,34135,8802,12361,11322,32188,14459,47833,21503,28750,15343,27000,7519,24148,5814,5750,1991,21667,2140,20417,14263,48393,7586,53438,5364
1400000US36003950300,36003950300,"Census Tract 9503, Allegany County, New York",31404,1404,19375,6508,28426,5548,32132,6231,26750,4964,48008,10601,35884,3026,23125,4797,34896,7806,37269,2758,31923,21257,41607,16232,23854,5258,-,**,17750,5123,26080,4765,11042,3897,48684,8003
1400000US36003950400,36003950400,"Census Tract 9504, Allegany County, New York",31762,2904,36250,12369,27692,8186,28942,5458,31375,13801,50375,14072,38750,4400,41250,12902,32841,6315,41333,6456,60278,22718,45500,13474,25625,4270,30833,20242,17153,6492,20694,7720,26583,5458,51719,10864
1400000US36003950500,36003950500,"Census Tract 9505, Allegany County, New York",32907,2177,18833,17841,24342,10352,32500,6934,42404,5357,44321,12450,37786,3177,32625,15999,36154,5602,36369,3876,52500,33058,-,**,23994,3331,10875,5498,16250,5852,25179,6476,32375,20425,43816,10211
1400000US36003950600,36003950600,"Census Tract 9506, Allegany County, New York",26439,4958,-,**,24572,5292,24000,7514,52500,39330,50000,7777,37188,8353,-,**,29400,7330,41364,13969,70750,11632,51250,41178,19877,1900,13958,4291,18295,2734,20722,1893,-,**,49545,9089
1400000US36003950700,36003950700,"Census Tract 9507, Allegany County, New York",31747,2685,16750,10944,26622,4612,31994,6005,45156,21336,51250,16155,38993,7105,21484,3141,37321,8457,42105,16058,62125,27978,-,**,22664,3810,3917,478,16406,3811,22208,4082,31053,9505,51029,18170
1400000US36003950800,36003950800,"Census Tract 9508, Allegany County, New York",28910,3305,20729,1741,27976,4400,23375,5755,19671,9658,49688,8334,33393,6575,21146,995,37014,5279,28250,5865,25938,12206,57361,17448,21818,5377,18750,10046,14135,5931,19022,2599,13958,5423,44107,7673
1400000US36003950900,36003950900,"Census Tract 9509, Allegany County, New York",34592,3927,19500,16993,25900,8529,36118,3819,40481,3689,51058,5394,43472,6221,27841,14076,38500,11344,55000,12525,40909,11824,82188,27560,21927,4343,9167,5913,16413,3130,24844,7390,38750,22010,37188,28158
1400000US36003951000,36003951000,"Census Tract 9510, Allegany County, New York",27336,4897,15404,2371,22411,6583,31324,5968,41500,21740,45833,32580,39722,2975,-,**,35250,5669,47500,11830,55875,10731,39596,26061,19863,2346,16324,700,17988,2041,21855,5809,23438,15197,62656,33988
1400000US36003951100,36003951100,"Census Tract 9511, Allegany County, New York",26304,3589,9006,2080,32391,5780,25647,4120,23309,15852,51711,22121,40872,4858,-,**,40556,9511,41300,4982,48333,43892,65357,62043,19821,4322,-,**,20417,5729,20742,4015,-,**,51111,28666
1400000US36003951200,36003951200,"Census Tract 9512, Allegany County, New York",30288,1946,22813,6328,28306,2450,31219,4235,33125,9601,50238,7957,40457,1988,29464,3941,32778,8857,46528,9439,38500,12452,54688,21140,22459,2817,11250,1863,24830,3530,20769,2008,22426,14536,44821,14222
1400000US36003951300,36003951300,"Census Tract 9513, Allegany County, New York",30461,1702,22300,5685,27109,4003,23125,8293,41641,11267,56563,9849,32500,4134,28333,9159,31226,1288,35000,7020,39167,26986,62083,12595,23684,4292,-,**,19063,4139,17857,5092,41797,11490,51429,14207
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",11774,1829,10938,3680,11806,8722,11923,2409,-,**,-,**,12041,1927,11313,3719,12153,8068,12115,1885,-,**,-,**,4875,2661,-,**,-,**,-,**,-,**,-,**
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",36073,6834,34537,3548,30893,5213,35147,15261,47731,11510,74000,53423,42462,9645,35909,11935,35809,33013,45353,19684,47375,22318,-,**,31566,2115,-,**,30784,2648,29797,7691,47778,36040,-,**
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",46250,5443,11659,4752,35833,14668,46790,7157,49085,11210,75500,33317,45385,6997,-,**,36250,17729,46094,11451,49390,15877,116440,31700,46739,6390,-,**,29722,22770,47188,7963,46806,21775,56302,17200
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",27447,6750,18738,1511,21471,7148,30714,1946,54189,1176,43611,33838,33750,13254,-,**,22027,16362,35881,9055,-,**,44653,19812,25978,7369,18446,5807,21042,12021,30076,3230,54676,3119,-,**
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",35625,4167,20938,10139,28043,9634,39632,6890,35625,5749,50625,10015,35635,5423,23438,20449,25417,11007,40167,9714,42292,34100,58333,26555,35615,6340,16477,8883,35125,13810,39338,9562,31875,7982,47292,9557
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",23103,5705,13976,7390,22784,5847,34196,8761,-,**,-,**,28618,6488,21735,6960,26763,21299,-,**,43500,28094,-,**,19333,2097,12101,1140,20870,2837,35426,16891,-,**,-,**
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",21938,3545,19779,4785,26964,8808,22500,11921,-,**,-,**,27439,6878,21019,2622,31293,5656,25688,17225,-,**,-,**,19558,2974,17354,7311,22045,3557,18553,11751,-,**,-,**
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",58526,154,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**
